model,size,q,L_k_before,L_k_after,L_k_improve_pct,bpp_before,bpp_after,L_low_before,L_low_after,L_low_improve_pct,L_mid_before,L_mid_after,L_mid_improve_pct,L_high_before,L_high_after,L_high_improve_pct
cheng2020-anchor,256,6,0.7676094770431519,0.10212674736976624,86.69548117577175,4.676950706169009,4.676950706169009,0.6130818128585815,0.09990900754928589,83.7038050299607,0.9690605401992798,0.08733463287353516,90.98770105162104,0.7093866467475891,0.2325226366519928,67.22201669314364
cheng2020-attn,256,6,0.30524927377700806,0.3059779107570648,-0.2387022812670308,2.357979287393391,2.357979287393391,0.048460423946380615,0.04834580421447754,0.2365223466263894,0.30171507596969604,0.30239349603652954,-0.2248545468445985,0.615619421005249,0.613806962966919,0.2944120956045382
bmshj2018-factorized,256,6,0.4565785825252533,0.3909507393836975,14.373833038461877,1.5175895690917969,1.5175895690917969,0.18073272705078125,0.1800609827041626,0.3716783106082992,0.4558646082878113,0.388245165348053,14.833229364685971,0.7755722999572754,0.7366178035736084,5.022677626033435
bmshj2018-hyperprior,256,6,0.148172527551651,0.14764460921287537,0.35628624786170926,2.9460386522114277,2.9460386522114277,0.055318474769592285,0.05533057451248169,-0.021872878707883934,0.14793431758880615,0.14760220050811768,0.2245030673759008,0.4681747257709503,0.46787530183792114,0.06395559532525147
mbt2018-mean,256,6,0.12510830163955688,0.12360641360282898,1.2004703261458363,7.336055606603622,7.336055606603622,0.06774598360061646,0.06753504276275635,0.31137024905220795,0.124977707862854,0.12329506874084473,1.3463514020082241,0.2919873893260956,0.28927135467529297,0.9301890253107153
mbt2018,256,6,0.11553576588630676,0.09540030360221863,17.427903930547778,5.111670538783073,5.111670538783073,0.07117486000061035,0.0710572600364685,0.165226828884296,0.09037286043167114,0.07870209217071533,12.914018882670879,0.26135537028312683,0.2271443009376526,13.08986660898275
