model,size,angle_deg,L_k,L_low,L_high,q,p,matched_bpp
jpeg,512x512,30.0,0.0210785124076363,0.021318862256291,0.020102112374794,2.0,,0
jpeg,512x512,45.0,0.0266709235789489,0.0096685454649137,0.0399288177330439,2.0,,0
jpeg,512x512,60.0,0.0173875648775611,0.0138542081669176,0.0421480888146689,2.0,,0
jpeg,512x512,75.0,0.021766609989246,0.0207045439827348,0.0228863084432508,2.0,,0
jpeg,512x512,90.0,0.0267886565916367,0.009518756103508,0.0429679594163988,2.0,,0
jpegxl,512x512,0.0,0.0054355861098373,0.0033490902342219,0.0083784140613907,2.0,,0
jpegxl,512x512,15.0,0.0059587008202316,0.0051947595567503,0.0112118042741697,2.0,,0
jpegxl,512x512,30.0,0.0058059323869477,0.0067039608141058,0.0080527828497286,2.0,,0
jpegxl,512x512,45.0,0.0057370810251242,0.0038161630427611,0.0081754676460315,2.0,,0
jpegxl,512x512,60.0,0.0058769903155613,0.0048856002374697,0.0120555338235832,2.0,,0
jpegxl,512x512,75.0,0.0057716627870426,0.006348280575095,0.007854309915504,2.0,,0
jpegxl,512x512,90.0,0.0058781149732716,0.0038839729495982,0.0058621324623706,2.0,,0
webp,512x512,0.0,0.0082875620131386,0.004836818027516,0.0085024743814094,2.0,,0
webp,512x512,15.0,0.0071763088733982,0.00613266381573,0.0099121062695387,2.0,,0
webp,512x512,30.0,0.0077121714092186,0.0081452978304713,0.0071544207083391,2.0,,0
webp,512x512,45.0,0.0084891591681539,0.0048589700577685,0.0083614937691255,2.0,,0
webp,512x512,60.0,0.0072874178515021,0.0057706002579639,0.0101697051466984,2.0,,0
webp,512x512,75.0,0.0077200206770892,0.0078534870379793,0.0073637445942495,2.0,,0
webp,512x512,90.0,0.0083027909426173,0.0048990638209528,0.008377922243043,2.0,,0
ftic,512x512,0.0,0.0085365357945625,0.0057763914604827,0.0328257013294799,3.0,,0
ftic,512x512,15.0,0.0079844703500581,0.0061336684145359,0.0117320829567421,3.0,,0
ftic,512x512,30.0,0.007818433497985,0.005923271244792,0.0114386871975118,3.0,,0
ftic,512x512,45.0,0.0086253660147965,0.0063179920455529,0.0363843698141445,3.0,,0
ftic,512x512,60.0,0.0082340420016778,0.0071998365307635,0.0135395920198186,3.0,,0
ftic,512x512,75.0,0.0081369676520054,0.0056494883932664,0.0140526118778629,3.0,,0
ftic,512x512,90.0,0.0083798359563085,0.0059410553603404,0.0338615590297947,3.0,,0
cheng2020-anchor,512x512,0.0,0.668568852883181,0.1471759573216771,0.7688932425248974,3.0,,0
cheng2020-anchor,512x512,15.0,0.2386909899813504,0.2130129151706192,0.9580179343676534,3.0,,0
cheng2020-anchor,512x512,30.0,0.3977249436760065,0.33450043042288,0.8159736136310645,3.0,,0
cheng2020-anchor,512x512,45.0,0.4603601550835168,0.08203769861224,0.867260385936615,3.0,,0
cheng2020-anchor,512x512,60.0,0.224253818982533,0.2020027103541328,0.8618363666888118,3.0,,0
cheng2020-anchor,512x512,75.0,0.4029920571230152,0.4115240041073891,0.4869503354707644,3.0,,0
cheng2020-anchor,512x512,90.0,0.6760865586238334,0.1504692840826348,0.7633335318851502,3.0,,0
cheng2020-attn,512x512,0.0,0.5030413073014823,0.1546577837008449,0.8492549246914183,3.0,,0
cheng2020-attn,512x512,15.0,0.2521689056815677,0.2351940058512285,0.9187067408280404,3.0,,0
cheng2020-attn,512x512,30.0,0.4568973104625231,0.3589112086587788,0.7420586572515449,3.0,,0
cheng2020-attn,512x512,45.0,0.53021421039728,0.1224459332875423,0.8627124102772947,3.0,,0
cheng2020-attn,512x512,60.0,0.2321444924371032,0.2314924534620651,0.9229546340649356,3.0,,0
cheng2020-attn,512x512,75.0,0.398199188018671,0.3308508085875233,0.5176889316672479,3.0,,0
cheng2020-attn,512x512,90.0,0.5088086104194649,0.1353934770370367,0.8478863245085093,3.0,,0
bmshj2018-factorized,512x512,0.0,0.8729918173024271,0.5233372891397885,0.999203138545438,3.0,,0
bmshj2018-factorized,512x512,15.0,0.9393435336334106,0.5323377187096783,0.9863239845861218,3.0,,0
bmshj2018-factorized,512x512,30.0,0.8395233375300137,0.6363379916221253,0.9338326286175376,3.0,,0
bmshj2018-factorized,512x512,45.0,0.8928433869807602,0.564648249833162,0.984101761776851,3.0,,0
bmshj2018-factorized,512x512,60.0,0.9632790435982156,0.5231327638309556,0.9999245028679548,3.0,,0
bmshj2018-factorized,512x512,75.0,0.8472442771945424,0.6467462034044877,0.9999253577228384,3.0,,0
bmshj2018-factorized,512x512,90.0,0.8814908123163663,0.5272141916715708,0.9956789805910112,3.0,,0
bmshj2018-hyperprior,512x512,0.0,0.5568721071933096,0.2163058683966511,0.8656486388521376,3.0,,0
bmshj2018-hyperprior,512x512,15.0,0.3738903841941817,0.3002270410765105,0.949952264334055,3.0,,0
bmshj2018-hyperprior,512x512,30.0,0.4956843194520466,0.3212390570038488,0.8097085239632077,3.0,,0
bmshj2018-hyperprior,512x512,45.0,0.589330471792167,0.4287381731683064,0.8995831316435858,3.0,,0
bmshj2018-hyperprior,512x512,60.0,0.6217355580362186,0.2954511212732855,0.9139340918306272,3.0,,0
bmshj2018-hyperprior,512x512,75.0,0.5066459028017608,0.3485827904978804,0.8676090784571652,3.0,,0
bmshj2018-hyperprior,512x512,90.0,0.5562736348880921,0.2131865968291156,0.8664533171622615,3.0,,0
mbt2018-mean,512x512,0.0,0.4410340754087866,0.2055078251389382,0.8430588589360065,3.0,,0
mbt2018-mean,512x512,15.0,0.3109560611680916,0.2424259805080642,0.9080715665796066,3.0,,0
mbt2018-mean,512x512,30.0,0.4374455653552684,0.3502091917066898,0.7639258415966874,3.0,,0
mbt2018-mean,512x512,45.0,0.5285102792459311,0.3035756819214266,0.9026803658759426,3.0,,0
mbt2018-mean,512x512,60.0,0.2674876595909417,0.218677396859712,0.8845917921101235,3.0,,0
mbt2018-mean,512x512,75.0,0.3925115858686249,0.2743477423134335,0.87729582095821,3.0,,0
mbt2018-mean,512x512,90.0,0.441553828872873,0.2054429539779174,0.8438735886670488,3.0,,0
mbt2018,512x512,0.0,0.6571193349125406,0.2581304229504991,0.8591866766809529,3.0,,0
mbt2018,512x512,15.0,0.5268724839459777,0.4265724321498302,0.8794121395091247,3.0,,0
mbt2018,512x512,30.0,0.6771760670565798,0.6430638119442308,0.7455942022241038,3.0,,0
mbt2018,512x512,45.0,0.7628324217621559,0.2609120190462905,0.9157114694155166,3.0,,0
mbt2018,512x512,60.0,0.3988076400621997,0.3412400377050071,0.8913118853478109,3.0,,0
mbt2018,512x512,75.0,0.4677631959276209,0.4203235194760883,0.68405297391676,3.0,,0
mbt2018,512x512,90.0,0.6404010806690744,0.2672873394623486,0.8494316031640816,3.0,,0
webp,512x512,0.0,0.0053753167225627,0.0032971883972057,0.005502212000879,3.0,,0
webp,512x512,15.0,0.0047976806576323,0.0041030189693302,0.0061850472501008,3.0,,0
webp,512x512,30.0,0.0049504171318431,0.0051888377571412,0.0047068227480643,3.0,,0
webp,512x512,45.0,0.005477267514929,0.0033149686957442,0.0053749917971117,3.0,,0
webp,512x512,60.0,0.0048091908850818,0.0038700766686442,0.0064277376109966,3.0,,0
webp,512x512,75.0,0.0050306660374527,0.0050896970948745,0.0048056147018948,3.0,,0
webp,512x512,90.0,0.005447600697985,0.0033273403486918,0.0054775232726574,3.0,,0
jpegxl,512x512,0.0,0.0031331091148707,0.0020063536381683,0.0042362133678734,3.0,,0
jpegxl,512x512,15.0,0.0033312937989676,0.0027849301880035,0.0059351946367039,3.0,,0
jpegxl,512x512,30.0,0.003324337421268,0.0037103198329575,0.0043639898571004,3.0,,0
jpegxl,512x512,45.0,0.0032633999317756,0.0022093259251214,0.0041421042489564,3.0,,0
jpegxl,512x512,60.0,0.0031885692376303,0.0027386441146942,0.0061791255196392,3.0,,0
jpegxl,512x512,75.0,0.0031548540630083,0.0036336171715163,0.0041705349529743,3.0,,0
jpegxl,512x512,90.0,0.0032496160259402,0.0022541265739689,0.0034689653194746,3.0,,0
jpeg,512x512,0.0,0.0159319820607328,0.0059307858531363,0.0238458891434874,3.0,,0
jpeg,512x512,15.0,0.0104457530672241,0.0086352772761648,0.022448281963553,3.0,,0
jpeg,512x512,30.0,0.0125986788461422,0.0127817054327339,0.0121586178316817,3.0,,0
jpeg,512x512,45.0,0.0159068833942332,0.0062404921200735,0.0218941631285038,3.0,,0
jpeg,512x512,60.0,0.0110298559573201,0.0086731361977784,0.0238301994678642,3.0,,0
jpeg,512x512,75.0,0.0132120370430284,0.0124657361339016,0.0135671967982908,3.0,,0
jpeg,512x512,90.0,0.0158801169221612,0.0059597658304802,0.0238285498023003,3.0,,0
ftic,512x512,0.0,0.0065012842750289,0.0038455558628664,0.0334544360325848,4.0,,0
ftic,512x512,15.0,0.0053739340450932,0.0038138161052476,0.008845652104777,4.0,,0
ftic,512x512,30.0,0.005449775597843,0.0042650484692188,0.0073925647761343,4.0,,0
ftic,512x512,45.0,0.0061829369476101,0.0040473687594816,0.0402967347119354,4.0,,0
ftic,512x512,60.0,0.0053038766233085,0.0045359655932888,0.0096647725410085,4.0,,0
ftic,512x512,75.0,0.0062939080258584,0.0041764411551052,0.0089453212653896,4.0,,0
ftic,512x512,90.0,0.0058298902422345,0.003894292598715,0.0345185430056012,4.0,,0
cheng2020-anchor,512x512,0.0,0.5901866558334078,0.3174803907282837,0.5557981976242294,4.0,,0
cheng2020-anchor,512x512,15.0,0.9946654465881292,0.7354245341409389,0.9943537685987048,4.0,,0
cheng2020-anchor,512x512,30.0,0.959610274123334,0.3156545047513338,0.9962388841274268,4.0,,0
cheng2020-anchor,512x512,45.0,0.5288505084526549,0.0228092238942817,0.9981574212237578,4.0,,0
cheng2020-anchor,512x512,60.0,0.799929764762312,0.6884997924171288,0.9033329308669183,4.0,,0
cheng2020-anchor,512x512,75.0,0.4092137156606529,0.602902032914659,0.3114726146477413,4.0,,0
cheng2020-anchor,512x512,90.0,0.58472249639163,0.4609120978505937,0.5499132719794206,4.0,,0
cheng2020-attn,512x512,0.0,0.3526784948878765,0.0433239637849438,0.6615381636053723,4.0,,0
cheng2020-attn,512x512,15.0,0.0889525993836798,0.0875800801327662,0.6710879519392007,4.0,,0
cheng2020-attn,512x512,30.0,0.1299115261553164,0.0698820954011541,0.3103143232611811,4.0,,0
cheng2020-attn,512x512,45.0,0.1778909757430223,0.0220263036181043,0.5806294802277473,4.0,,0
cheng2020-attn,512x512,60.0,0.0557965134690361,0.0630480743845836,0.360080311250984,4.0,,0
cheng2020-attn,512x512,75.0,0.194950311396431,0.169617902615574,0.1454148709461747,4.0,,0
cheng2020-attn,512x512,90.0,0.3517725800390238,0.0387868259807784,0.6501695167591205,4.0,,0
bmshj2018-factorized,512x512,0.0,0.779653144948619,0.3840163745142432,0.9866476856665236,4.0,,0
bmshj2018-factorized,512x512,15.0,0.7765455919529296,0.4436706884861811,0.9635003866921484,4.0,,0
bmshj2018-factorized,512x512,30.0,0.6534511348080427,0.5033715085437203,0.9658649798045184,4.0,,0
bmshj2018-factorized,512x512,45.0,0.7505017876023921,0.4066648568746256,0.9740843194232638,4.0,,0
bmshj2018-factorized,512x512,60.0,0.8684844571806757,0.4258940887089149,0.9995057053893336,4.0,,0
bmshj2018-factorized,512x512,75.0,0.6143006839941461,0.4642728472990363,0.9814462115201934,4.0,,0
bmshj2018-factorized,512x512,90.0,0.762467622206558,0.3905639100705413,0.9824237547012212,4.0,,0
bmshj2018-hyperprior,512x512,0.0,0.4352447568439559,0.1497478932932997,0.7623780754862861,4.0,,0
bmshj2018-hyperprior,512x512,15.0,0.2523338224443536,0.1820392718185521,0.7910523230788149,4.0,,0
bmshj2018-hyperprior,512x512,30.0,0.3418594552657372,0.2441958355666791,0.5706214368709577,4.0,,0
bmshj2018-hyperprior,512x512,45.0,0.4580541405642109,0.2487960104513491,0.7958774337182299,4.0,,0
bmshj2018-hyperprior,512x512,60.0,0.219302274545006,0.1737801821298241,0.745774951973009,4.0,,0
bmshj2018-hyperprior,512x512,75.0,0.3469393540862256,0.3265649034583885,0.6140245227171989,4.0,,0
bmshj2018-hyperprior,512x512,90.0,0.4285310110952056,0.1448933961159679,0.7576923319253681,4.0,,0
mbt2018-mean,512x512,0.0,0.493405904021834,0.1725014142660269,0.7477441781894656,4.0,,0
mbt2018-mean,512x512,15.0,0.4674753387257436,0.1847919824202452,0.7452573792179018,4.0,,0
mbt2018-mean,512x512,30.0,0.3553417163511298,0.2115242635344316,0.6054104878568773,4.0,,0
mbt2018-mean,512x512,45.0,0.366747502770076,0.143894920548076,0.8024594597714785,4.0,,0
mbt2018-mean,512x512,60.0,0.1989096728153485,0.1558961509273714,0.6938817469892642,4.0,,0
mbt2018-mean,512x512,75.0,0.3880854329779087,0.5730986539492688,0.4370484319231287,4.0,,0
mbt2018-mean,512x512,90.0,0.4959516075170414,0.1701125884792965,0.7447419639332449,4.0,,0
mbt2018,512x512,0.0,0.3870292521136212,0.1588670539402079,0.7516840552930852,4.0,,0
mbt2018,512x512,15.0,0.2317642568901826,0.1755740015453497,0.7964833875162274,4.0,,0
mbt2018,512x512,30.0,0.3538449470197983,0.22647426004405,0.6086812355133266,4.0,,0
mbt2018,512x512,45.0,0.3821579453155142,0.0972356288018558,0.808137043156806,4.0,,0
mbt2018,512x512,60.0,0.1658054116532129,0.1537491505400152,0.7451656330573785,4.0,,0
mbt2018,512x512,75.0,0.2894647172285475,0.2227416564692822,0.3218503607281487,4.0,,0
mbt2018,512x512,90.0,0.3917975478440246,0.1325116446791815,0.7497999462913636,4.0,,0
jpegxl,512x512,0.0,0.0021099234025794,0.0013437177431637,0.0025784934462217,4.0,,0
jpegxl,512x512,15.0,0.0022943637271533,0.0018334619391569,0.003912907895315,4.0,,0
jpegxl,512x512,30.0,0.0022227855856556,0.0024512767083998,0.0028220012956038,4.0,,0
jpegxl,512x512,45.0,0.0021468652844728,0.001524798005837,0.0026279247697363,4.0,,0
jpegxl,512x512,60.0,0.0021974229638651,0.0018008294227678,0.0039765576740172,4.0,,0
jpegxl,512x512,75.0,0.0021120588625959,0.0023957106915356,0.002762014309654,4.0,,0
jpegxl,512x512,90.0,0.0020992938222985,0.0015160419807091,0.0021712449080859,4.0,,0
jpeg,512x512,0.0,0.0096706126992445,0.0036043399552056,0.0133007027917156,4.0,,0
jpeg,512x512,15.0,0.0064791797877185,0.0052696480904106,0.0128088417987371,4.0,,0
jpeg,512x512,30.0,0.0074330641844084,0.0076313355423963,0.0073801043351404,4.0,,0
jpeg,512x512,45.0,0.0095552371497912,0.0039986334889486,0.0116792288371588,4.0,,0
jpeg,512x512,60.0,0.0069841145171211,0.0054581124366404,0.0135267667896505,4.0,,0
jpeg,512x512,75.0,0.0079050096415941,0.0073276090302203,0.0083259789621737,4.0,,0
jpeg,512x512,90.0,0.0096038226689026,0.0036986164826169,0.013163225128655,4.0,,0
webp,512x512,0.0,0.0036876414283084,0.0022859429591392,0.0036988357559698,4.0,,0
webp,512x512,15.0,0.0033447614944673,0.0028637577282743,0.0042690060464858,4.0,,0
webp,512x512,30.0,0.0034219315679285,0.0035981039689106,0.0032988121075235,4.0,,0
webp,512x512,45.0,0.003721085683518,0.0023544350098287,0.0036292396189286,4.0,,0
webp,512x512,60.0,0.0033751135204884,0.0027489515443562,0.0044608648795926,4.0,,0
webp,512x512,75.0,0.0035116800253245,0.0035239564582073,0.0034092417421873,4.0,,0
webp,512x512,90.0,0.003678263649499,0.0022833762027536,0.0036311551924874,4.0,,0
ftic,512x512,0.0,0.004925597784755,0.0027042232223756,0.0563822291293777,5.0,,0
ftic,512x512,15.0,0.0037862537883305,0.0026735821305395,0.0079914941925766,5.0,,0
ftic,512x512,30.0,0.0041753333416716,0.0032360060104944,0.0056582978183947,5.0,,0
ftic,512x512,45.0,0.0053937222236173,0.0032019739930883,0.0563503079088309,5.0,,0
ftic,512x512,60.0,0.0045035191464266,0.0031617863001027,0.0097561867618243,5.0,,0
ftic,512x512,75.0,0.0054784026295466,0.0032444198122963,0.0073941535415994,5.0,,0
ftic,512x512,90.0,0.0048293478153428,0.0025702797508996,0.0601804982389767,5.0,,0
cheng2020-anchor,512x512,0.0,0.5557329878403245,0.2471304692052211,0.5508549503824159,5.0,,0
cheng2020-anchor,512x512,15.0,0.9736380733872976,0.7622760047024395,0.9943391482301964,5.0,,0
cheng2020-anchor,512x512,30.0,0.7896989886674799,0.3292493478121272,0.9008057157927292,5.0,,0
cheng2020-anchor,512x512,45.0,0.9020197071442256,0.1593420527969815,0.978467371528617,5.0,,0
cheng2020-anchor,512x512,60.0,0.8962703462716424,0.744532091291674,0.8810843857046049,5.0,,0
cheng2020-anchor,512x512,75.0,0.8480940766545448,0.6547085190778118,0.6273936424250014,5.0,,0
cheng2020-anchor,512x512,90.0,0.5760831404500377,0.3410561351607687,0.5711881141964338,5.0,,0
cheng2020-attn,512x512,0.0,0.2549154258425322,0.042689095443253,0.6969211020995862,5.0,,0
cheng2020-attn,512x512,15.0,0.0991184440860937,0.0764596954649824,0.6039435411470573,5.0,,0
cheng2020-attn,512x512,30.0,0.1680062281350179,0.0719760812354895,0.3223425302288037,5.0,,0
cheng2020-attn,512x512,45.0,0.2216568444073957,0.0174028242486963,0.6627475799347134,5.0,,0
cheng2020-attn,512x512,60.0,0.072846988395571,0.0805297633081718,0.4826156606395398,5.0,,0
cheng2020-attn,512x512,75.0,0.181968682297037,0.1268512689084741,0.1961309378007195,5.0,,0
cheng2020-attn,512x512,90.0,0.2587037178339318,0.0418214488050074,0.7021476446402415,5.0,,0
bmshj2018-factorized,512x512,0.0,0.6569659486707764,0.2784418859401677,0.948738921366524,5.0,,0
bmshj2018-factorized,512x512,15.0,0.4592214592504583,0.3565309251162886,0.9437612417317156,5.0,,0
bmshj2018-factorized,512x512,30.0,0.5429073977811796,0.3966275676149387,0.9328309384283217,5.0,,0
bmshj2018-factorized,512x512,45.0,0.6286941476718,0.2732829240522029,0.957609464959322,5.0,,0
bmshj2018-factorized,512x512,60.0,0.472161716157463,0.3531880546419897,0.9887634310173612,5.0,,0
bmshj2018-factorized,512x512,75.0,0.5366080866445471,0.3982354364701118,0.9462834621877736,5.0,,0
bmshj2018-factorized,512x512,90.0,0.6578546991164096,0.283123254339077,0.9436021866698222,5.0,,0
bmshj2018-hyperprior,512x512,0.0,0.4302051189710795,0.112870416194378,0.7508887976073584,5.0,,0
bmshj2018-hyperprior,512x512,15.0,0.1940719081046904,0.1526933013744392,0.748433023304363,5.0,,0
bmshj2018-hyperprior,512x512,30.0,0.3254424616037629,0.2266548011295918,0.5402078179785648,5.0,,0
bmshj2018-hyperprior,512x512,45.0,0.3743255459899551,0.0900655038035592,0.7788101142369961,5.0,,0
bmshj2018-hyperprior,512x512,60.0,0.1552355588050278,0.1445648508439351,0.7519544594108779,5.0,,0
bmshj2018-hyperprior,512x512,75.0,0.3468514758532133,0.3121718416788656,0.433295275155662,5.0,,0
bmshj2018-hyperprior,512x512,90.0,0.4246884379127901,0.1106458231881887,0.7472900022576026,5.0,,0
mbt2018-mean,512x512,0.0,0.1344342486931137,0.0690515161113782,0.5933115607752684,5.0,,0
mbt2018-mean,512x512,15.0,0.0866856189263012,0.0511327531781843,0.2011843458996356,5.0,,0
mbt2018-mean,512x512,30.0,0.0885501962868131,0.0805118817229088,0.1169598982287054,5.0,,0
mbt2018-mean,512x512,45.0,0.2998697630575708,0.0488788460932061,0.5562348732144493,5.0,,0
mbt2018-mean,512x512,60.0,0.0795864848629256,0.0594288736726253,0.4925107846534872,5.0,,0
mbt2018-mean,512x512,75.0,0.1178412611099882,0.0848754006833381,0.1269312531008269,5.0,,0
mbt2018-mean,512x512,90.0,0.125610331648494,0.0637446618109046,0.6151110247585585,5.0,,0
mbt2018,512x512,0.0,0.1033166434084441,0.0747967682767239,0.6439462231657136,5.0,,0
mbt2018,512x512,15.0,0.0830560795602886,0.0603027430300985,0.1368226777818714,5.0,,0
mbt2018,512x512,30.0,0.0929968462084606,0.0515497794353164,0.2588112238939581,5.0,,0
mbt2018,512x512,45.0,0.1623168255365626,0.0921144873400395,0.6352747329991986,5.0,,0
mbt2018,512x512,60.0,0.1068167593036309,0.0399091469981591,0.18188827962886,5.0,,0
mbt2018,512x512,75.0,0.1386028737219383,0.0554530745859223,0.2737910717434684,5.0,,0
mbt2018,512x512,90.0,0.0997809351343883,0.0671416701626267,0.6409685782314863,5.0,,0
jpegxl,512x512,0.0,0.0011596431196683,0.0008585044945057,0.0013949943886573,5.0,,0
jpegxl,512x512,15.0,0.0013313478789085,0.0010431626131444,0.0020901903543946,5.0,,0
jpegxl,512x512,30.0,0.0012796281942574,0.0013328052333028,0.0015876009113328,5.0,,0
jpegxl,512x512,45.0,0.0012284108647757,0.0009284343697884,0.0014672033715975,5.0,,0
jpegxl,512x512,60.0,0.0012477461146556,0.0010336587811898,0.0020598920848863,5.0,,0
jpegxl,512x512,75.0,0.0012177534615018,0.0013061031914739,0.0015373599580814,5.0,,0
jpegxl,512x512,90.0,0.0011696751370062,0.0009091067675184,0.0011888170381367,5.0,,0
webp,512x512,0.0,0.0017804047692102,0.0011786777837411,0.001764960952395,5.0,,0
webp,512x512,15.0,0.0016210887321717,0.0014384960473963,0.0020526076663398,5.0,,0
webp,512x512,30.0,0.0017118831400035,0.0017682006491776,0.0016282976617338,5.0,,0
webp,512x512,45.0,0.0018048716930431,0.0012318853132433,0.0017517808360075,5.0,,0
webp,512x512,60.0,0.001699289101989,0.0014103920244867,0.002124229118902,5.0,,0
webp,512x512,75.0,0.001728529293669,0.0017345771777113,0.0017057399773478,5.0,,0
webp,512x512,90.0,0.0017607584801922,0.0011875818813819,0.0017511451404517,5.0,,0
jpeg,512x512,0.0,0.0039399680253894,0.0016149567713247,0.0051353694157154,5.0,,0
jpeg,512x512,15.0,0.0026356128953421,0.0021970787019916,0.0049271583211672,5.0,,0
jpeg,512x512,30.0,0.0030208854418454,0.0030857073894733,0.0030316001333576,5.0,,0
jpeg,512x512,45.0,0.0036946876588255,0.0017414400997688,0.004483721547246,5.0,,0
jpeg,512x512,60.0,0.0028815601207089,0.0023274834050346,0.0051335121611254,5.0,,0
jpeg,512x512,75.0,0.0032697004807661,0.0029604423606698,0.0034349240542346,5.0,,0
jpeg,512x512,90.0,0.0038271169062317,0.0016626827734614,0.0050330451670738,5.0,,0
ftic,512x512,0.0,0.0046341619212328,0.0019938040732299,0.0485136218593401,6.0,,0
ftic,512x512,15.0,0.0030083998894895,0.0021549109109682,0.0078462126742266,6.0,,0
ftic,512x512,30.0,0.0037234060706336,0.0026034756577868,0.0051629328370805,6.0,,0
ftic,512x512,45.0,0.0052238556573401,0.0021268889307275,0.0535945949291324,6.0,,0
ftic,512x512,60.0,0.0029413913254282,0.0024308353443042,0.0089837809092921,6.0,,0
ftic,512x512,75.0,0.0046991139101432,0.002458769376468,0.0059008061487059,6.0,,0
ftic,512x512,90.0,0.004587202882164,0.0020138073874275,0.047284763676199,6.0,,0
tcm,512x512,0.0,0.0267676275818827,0.012702538397311,0.1119365794302432,,64.0,0
tcm,512x512,15.0,0.0168878416459944,0.0133037738623561,0.0458327290927284,,64.0,0
tcm,512x512,30.0,0.0186590804510511,0.015686783113313,0.0216059107534941,,64.0,0
tcm,512x512,45.0,0.0385465794016411,0.0137977011233927,0.1382437704517972,,64.0,0
tcm,512x512,60.0,0.0160740230509444,0.0123978144541624,0.0804149170642636,,64.0,0
tcm,512x512,75.0,0.0172249773813737,0.0130061800763838,0.0217846605875151,,64.0,0
tcm,512x512,90.0,0.0271755418011177,0.0119412529357767,0.1115534648092238,,64.0,0
tcm,512x512,0.0,0.0018758307456208,0.001276000642385,0.0090754871871858,,128.0,0
tcm,512x512,15.0,0.0017083443623547,0.0013710709761548,0.002377464869996,,128.0,0
tcm,512x512,30.0,0.0018275502697964,0.0016104132354744,0.0022045605701127,,128.0,0
tcm,512x512,45.0,0.0018905568067733,0.0013974147662822,0.0073792480233297,,128.0,0
tcm,512x512,60.0,0.0016627966087544,0.0013289902149898,0.0023372501477731,,128.0,0
tcm,512x512,75.0,0.0016357543072311,0.0014712013709616,0.0021381115487494,,128.0,0
tcm,512x512,90.0,0.0018932135491008,0.001260345926793,0.0097341272094399,,128.0,0
cheng2020-anchor,512x512,0.0,0.7229675505863057,0.2811331623390383,0.6297911731059249,6.0,,0
cheng2020-anchor,512x512,15.0,0.9857400659550944,0.8789641259936292,0.9840098712298746,6.0,,0
cheng2020-anchor,512x512,30.0,0.919908676583872,0.4067193583553429,0.9404574456854208,6.0,,0
cheng2020-anchor,512x512,45.0,0.6865367305836837,0.1373802239298048,0.9759485785526149,6.0,,0
cheng2020-anchor,512x512,60.0,0.9830656769124192,0.9140656520923442,0.9404371201023952,6.0,,0
cheng2020-anchor,512x512,75.0,0.9946259772907012,0.7754681432135019,0.7839397439348488,6.0,,0
cheng2020-anchor,512x512,90.0,0.6397807501518555,0.0579370950715596,0.6097324537292841,6.0,,0
cheng2020-attn,512x512,0.0,0.2964398644487198,0.0574672006820781,0.6799128718013981,6.0,,0
cheng2020-attn,512x512,15.0,0.1133462021753469,0.0956662132562836,0.659951024194084,6.0,,0
cheng2020-attn,512x512,30.0,0.1827048285629174,0.0883859224294347,0.3622838647079335,6.0,,0
cheng2020-attn,512x512,45.0,0.2276546431890075,0.0173020912446098,0.6406156121836768,6.0,,0
cheng2020-attn,512x512,60.0,0.0699051218829666,0.0775814554027111,0.5081984039660743,6.0,,0
cheng2020-attn,512x512,75.0,0.1949186708996161,0.1359667224414266,0.1849858544695243,6.0,,0
cheng2020-attn,512x512,90.0,0.2940416131238782,0.0568298311304767,0.6868758449100513,6.0,,0
bmshj2018-factorized,512x512,0.0,0.4551708983477016,0.1368560856247212,0.8170511780779122,6.0,,0
bmshj2018-factorized,512x512,15.0,0.2199133654689232,0.1978284706507541,0.8725464097493396,6.0,,0
bmshj2018-factorized,512x512,30.0,0.3588937361898247,0.2370097112164971,0.6309300875984769,6.0,,0
bmshj2018-factorized,512x512,45.0,0.4205423028474101,0.1631930808189555,0.8467291774968343,6.0,,0
bmshj2018-factorized,512x512,60.0,0.2715178669218401,0.1794912365918948,0.8205615827198063,6.0,,0
bmshj2018-factorized,512x512,75.0,0.3385585437382915,0.2801446296067235,0.5714965537969883,6.0,,0
bmshj2018-factorized,512x512,90.0,0.4580096201307397,0.1355609789085913,0.8184104996837678,6.0,,0
bmshj2018-hyperprior,512x512,0.0,0.1460521523499811,0.0421540936577958,0.4647476866681715,6.0,,0
bmshj2018-hyperprior,512x512,15.0,0.0642040206311834,0.0504265328620293,0.2374054909239355,6.0,,0
bmshj2018-hyperprior,512x512,30.0,0.0891384034919829,0.0803700920657102,0.1441976184223607,6.0,,0
bmshj2018-hyperprior,512x512,45.0,0.1318287325820637,0.0392967342658876,0.6405549871847147,6.0,,0
bmshj2018-hyperprior,512x512,60.0,0.0654524745764716,0.0575925236246697,0.224557494256377,6.0,,0
bmshj2018-hyperprior,512x512,75.0,0.1078291882337637,0.0904334672275776,0.1231458555389193,6.0,,0
bmshj2018-hyperprior,512x512,90.0,0.1495338899579353,0.0415980522392154,0.4647648712723263,6.0,,0
mbt2018-mean,512x512,0.0,0.1156854885206695,0.0462260011522119,0.362398093359917,6.0,,0
mbt2018-mean,512x512,15.0,0.0571974380631132,0.0361725305385012,0.1649465449289264,6.0,,0
mbt2018-mean,512x512,30.0,0.0779640688941649,0.0702923598662487,0.1157145536782026,6.0,,0
mbt2018-mean,512x512,45.0,0.1107085394760676,0.0318438831779428,0.4386486303458636,6.0,,0
mbt2018-mean,512x512,60.0,0.0488798446659863,0.0439937447153061,0.2727997912491959,6.0,,0
mbt2018-mean,512x512,75.0,0.0802082920360122,0.0711301685012086,0.0982915011861206,6.0,,0
